chr	pos	strand	context	ratio	eff_CT_count	C_count	CT_count	rev_G_count	rev_GA_count	CI_lower	CI_upper
chr1	116187	-	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	116189	-	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	116191	-	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	116193	-	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	116197	-	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	116198	-	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	116202	+	CHG	0.000	1.00	0	1	1	1	0.000	0.793
chr1	116204	-	CHG	0.000	1.00	0	1	1	1	0.000	0.793
chr1	116205	+	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	116214	-	CHH	1.000	1.00	1	1	1	1	0.207	1.000
chr1	116215	-	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	116217	-	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	116218	-	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	116220	+	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	116222	+	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	116224	+	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	116228	+	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	116229	+	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	116235	+	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	116237	+	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	116246	-	CHH	0.000	2.00	0	2	1	1	0.000	0.658
chr1	116249	+	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	116252	-	CHH	0.000	2.00	0	2	1	1	0.000	0.658
chr1	116255	+	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	116256	+	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	116257	+	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	116258	+	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	116264	-	CHH	0.000	2.00	0	2	2	2	0.000	0.658
chr1	116267	-	CHH	0.000	2.00	0	2	2	2	0.000	0.658
chr1	116269	-	CHH	0.000	2.00	0	2	3	3	0.000	0.658
chr1	116270	-	CHH	0.000	2.00	0	2	3	3	0.000	0.658
chr1	116271	-	CHH	0.000	2.00	0	2	3	3	0.000	0.658
chr1	116273	+	CHH	0.000	2.00	0	2	2	2	0.000	0.658
chr1	116275	+	CHH	0.000	2.00	0	2	2	2	0.000	0.658
chr1	116282	+	CHH	0.500	2.00	1	2	2	2	0.095	0.905
chr1	116290	+	CHH	0.500	2.00	1	2	2	2	0.095	0.905
chr1	116293	-	CHH	0.000	2.00	0	2	2	2	0.000	0.658
chr1	116300	-	CHH	0.500	2.00	1	2	2	2	0.095	0.905
chr1	116303	-	CHH	0.000	2.00	0	2	3	3	0.000	0.658
chr1	116311	+	CHH	0.000	4.00	0	4	2	2	0.000	0.490
chr1	116316	-	CHH	0.000	2.00	0	2	4	4	0.000	0.658
chr1	116319	-	CHH	0.000	2.00	0	2	4	4	0.000	0.658
chr1	116322	-	CHH	0.000	2.00	0	2	4	4	0.000	0.658
chr1	116327	+	CHH	0.000	4.00	0	4	1	1	0.000	0.490
chr1	116332	+	CG	0.000	4.00	0	4	1	1	0.000	0.490
chr1	116333	-	CG	0.000	1.00	0	1	4	4	0.000	0.793
chr1	116336	-	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	116337	+	CHH	0.000	4.00	0	4	1	1	0.000	0.490
chr1	116341	-	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	116347	-	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	116351	-	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	116354	+	CHH	0.000	4.00	0	4	1	1	0.000	0.490
chr1	116355	+	CHH	0.000	4.00	0	4	1	1	0.000	0.490
chr1	116360	+	CHH	0.000	4.00	0	4	1	1	0.000	0.490
chr1	116363	-	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	116366	-	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	116367	-	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	116369	+	CHH	0.000	4.00	0	4	1	1	0.000	0.490
chr1	116377	+	CG	0.000	4.00	0	4	1	1	0.000	0.490
chr1	116378	-	CG	0.000	1.00	0	1	4	4	0.000	0.793
chr1	116383	+	CHH	0.000	4.00	0	4	1	1	0.000	0.490
chr1	116386	-	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	116388	-	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	116389	-	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	116391	+	CG	0.000	4.00	0	4	1	1	0.000	0.490
chr1	116392	-	CG	0.000	1.00	0	1	4	4	0.000	0.793
chr1	116400	-	CHH	0.000	1.00	0	1	5	5	0.000	0.793
chr1	116405	-	CHH	0.000	1.00	0	1	6	6	0.000	0.793
chr1	116407	-	CHH	0.000	1.00	0	1	6	6	0.000	0.793
chr1	116408	+	CG	0.000	6.00	0	6	1	1	0.000	0.390
chr1	116409	-	CG	0.000	1.00	0	1	6	6	0.000	0.793
chr1	116413	-	CHH	0.000	1.00	0	1	5	5	0.000	0.793
chr1	116416	-	CHH	0.000	1.00	0	1	5	5	0.000	0.793
chr1	116421	+	CG	0.200	5.00	1	5	1	1	0.036	0.624
chr1	116422	-	CG	0.000	2.00	0	2	5	5	0.000	0.658
chr1	116424	+	CHH	0.000	5.00	0	5	1	1	-0.000	0.434
chr1	116428	+	CHH	0.000	5.00	0	5	1	1	-0.000	0.434
chr1	116432	+	CHH	0.000	2.50	0	5	1	2	-0.000	0.606
chr1	116435	-	CHH	0.000	1.00	0	1	5	5	0.000	0.793
chr1	116438	+	CG	0.000	5.00	0	5	2	2	-0.000	0.434
chr1	116439	-	CG	0.000	2.00	0	2	4	4	0.000	0.658
chr1	116441	-	CHH	0.000	2.00	0	2	5	5	0.000	0.658
chr1	116443	-	CHH	0.000	0.80	0	1	4	5	0.000	0.828
chr1	116446	+	CHH	0.000	4.00	0	4	2	2	0.000	0.490
chr1	116451	-	CHH	0.000	3.00	0	3	4	4	0.000	0.562
chr1	116452	-	CHH	0.000	3.00	0	3	4	4	0.000	0.562
chr1	116454	+	CG	0.000	4.00	0	4	3	3	0.000	0.490
chr1	116455	-	CG	0.000	3.00	0	3	3	3	0.000	0.562
chr1	116457	+	CG	0.000	3.00	0	3	3	3	0.000	0.562
chr1	116458	-	CG	0.000	3.00	0	3	4	4	0.000	0.562
chr1	116460	-	CHH	0.000	3.00	0	3	4	4	0.000	0.562
chr1	116463	-	CHH	0.000	3.00	0	3	4	4	0.000	0.562
chr1	116469	-	CHH	0.000	3.00	0	3	4	4	0.000	0.562
chr1	116476	-	CHH	0.000	3.00	0	3	4	4	0.000	0.562
chr1	116485	-	CHH	0.000	4.00	0	4	4	4	0.000	0.490
chr1	116487	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
chr1	116488	-	CG	0.000	4.00	0	4	4	4	0.000	0.490
chr1	116491	-	CHH	0.000	3.00	0	3	4	4	0.000	0.562
chr1	116492	+	CHH	0.000	4.00	0	4	4	4	0.000	0.490
chr1	116495	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
chr1	116496	-	CG	0.200	5.00	1	5	4	4	0.036	0.624
chr1	116504	-	CHH	0.200	5.00	1	5	4	4	0.036	0.624
chr1	116505	-	CHH	0.167	6.00	1	6	4	4	0.030	0.564
chr1	116514	-	CHH	0.000	5.00	0	5	4	4	-0.000	0.434
chr1	116521	-	CHH	0.167	6.00	1	6	4	4	0.030	0.564
chr1	116524	-	CHH	0.167	6.00	1	6	4	4	0.030	0.564
chr1	116526	+	CHG	0.000	4.00	0	4	6	6	0.000	0.490
chr1	116527	+	CG	0.000	4.00	0	4	5	5	0.000	0.490
chr1	116528	-	CG	0.000	5.00	0	5	4	4	-0.000	0.434
chr1	116530	-	CHH	0.000	5.00	0	5	4	4	-0.000	0.434
chr1	116533	-	CHH	0.000	5.00	0	5	5	5	-0.000	0.434
chr1	116534	+	CHH	0.200	5.00	1	5	5	5	0.036	0.624
chr1	116538	-	CHH	0.000	5.00	0	5	5	5	-0.000	0.434
chr1	116542	-	CHH	0.000	5.00	0	5	6	6	-0.000	0.434
chr1	116547	-	CHH	0.000	5.00	0	5	6	6	-0.000	0.434
chr1	116552	+	CHH	0.000	5.00	0	5	5	5	-0.000	0.434
chr1	116555	-	CHH	0.000	5.00	0	5	5	5	-0.000	0.434
chr1	116566	-	CHH	0.000	5.00	0	5	5	5	-0.000	0.434
chr1	116569	+	CHH	0.200	5.00	1	5	5	5	0.036	0.624
chr1	116578	+	CHH	0.200	5.00	1	5	5	5	0.036	0.624
chr1	116581	+	CG	0.200	5.00	1	5	5	5	0.036	0.624
chr1	116582	-	CG	0.000	5.00	0	5	5	5	-0.000	0.434
chr1	116585	-	CHH	0.000	5.00	0	5	6	6	-0.000	0.434
chr1	116587	-	CHH	0.000	5.00	0	5	6	6	-0.000	0.434
chr1	116593	-	CHH	0.000	5.00	0	5	6	6	-0.000	0.434
chr1	116599	+	CHH	0.000	6.00	0	6	4	4	0.000	0.390
chr1	116603	+	CG	0.000	6.00	0	6	4	4	0.000	0.390
chr1	116604	-	CG	0.000	4.00	0	4	6	6	0.000	0.490
chr1	116606	+	CHH	0.000	6.00	0	6	4	4	0.000	0.390
chr1	116609	-	CHH	0.000	4.00	0	4	5	5	0.000	0.490
chr1	116615	-	CHH	0.000	5.00	0	5	5	5	-0.000	0.434
chr1	116616	+	CHH	0.000	5.00	0	5	5	5	-0.000	0.434
chr1	116619	-	CHH	0.000	5.00	0	5	5	5	-0.000	0.434
chr1	116628	+	CHH	0.000	5.00	0	5	5	5	-0.000	0.434
chr1	116629	+	CHH	0.000	5.00	0	5	5	5	-0.000	0.434
chr1	116630	+	CHH	0.000	5.00	0	5	4	4	-0.000	0.434
chr1	116631	+	CHH	0.000	5.00	0	5	4	4	-0.000	0.434
chr1	116632	+	CHH	0.000	5.00	0	5	4	4	-0.000	0.434
chr1	116635	-	CHH	0.000	4.00	0	4	5	5	0.000	0.490
chr1	116637	-	CHH	0.000	4.00	0	4	5	5	0.000	0.490
chr1	116638	-	CHH	0.000	4.00	0	4	5	5	0.000	0.490
chr1	116642	-	CHH	0.250	4.00	1	4	5	5	0.046	0.699
chr1	116646	+	CHG	0.000	5.00	0	5	3	3	-0.000	0.434
chr1	116648	-	CHG	0.000	3.00	0	3	5	5	0.000	0.562
chr1	116652	-	CHH	0.000	2.00	0	2	5	5	0.000	0.658
chr1	116654	-	CHH	0.000	2.00	0	2	5	5	0.000	0.658
chr1	116659	+	CHH	0.000	5.00	0	5	2	2	-0.000	0.434
chr1	116661	+	CHH	0.000	5.00	0	5	2	2	-0.000	0.434
chr1	116664	-	CHH	0.000	3.00	0	3	5	5	0.000	0.562
chr1	116666	-	CHH	0.000	3.00	0	3	5	5	0.000	0.562
chr1	116667	+	CG	0.000	5.00	0	5	2	2	-0.000	0.434
chr1	116668	-	CG	0.000	3.00	0	3	5	5	0.000	0.562
chr1	116674	-	CHH	0.000	3.00	0	3	5	5	0.000	0.562
chr1	116676	-	CHH	0.000	2.40	0	3	4	5	0.000	0.615
chr1	116677	+	CHH	0.000	5.00	0	5	3	3	-0.000	0.434
chr1	116678	+	CHH	0.000	4.00	0	4	3	3	0.000	0.490
chr1	116680	+	CHH	0.000	4.00	0	4	3	3	0.000	0.490
chr1	116681	+	CHH	0.000	4.00	0	4	3	3	0.000	0.490
chr1	116686	-	CHH	0.000	3.00	0	4	3	4	0.000	0.562
chr1	116688	-	CHH	0.000	2.25	0	3	3	4	0.000	0.631
chr1	116689	-	CHH	0.000	4.00	0	4	3	3	0.000	0.490
chr1	116690	-	CHH	0.000	4.00	0	4	3	3	0.000	0.490
chr1	116691	-	CHH	0.000	3.00	0	3	3	3	0.000	0.562
chr1	116700	-	CHH	0.000	4.00	0	4	2	2	0.000	0.490
chr1	116701	-	CHH	0.000	4.00	0	4	2	2	0.000	0.490
chr1	116702	-	CHH	0.000	4.00	0	4	2	2	0.000	0.490
chr1	116703	+	CHH	0.000	2.00	0	2	4	4	0.000	0.658
chr1	116706	+	CHH	0.000	2.00	0	2	4	4	0.000	0.658
chr1	116716	+	CHH	0.000	3.00	0	3	4	4	0.000	0.562
chr1	116719	+	CHH	0.000	2.00	0	2	4	4	0.000	0.658
chr1	116722	-	CHH	0.000	3.00	0	3	2	2	0.000	0.562
chr1	116725	-	CHH	0.000	2.25	0	3	3	4	0.000	0.631
chr1	116735	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
chr1	116736	-	CG	0.000	4.00	0	4	4	4	0.000	0.490
chr1	116738	-	CHH	0.000	4.00	0	4	4	4	0.000	0.490
chr1	116739	+	CHH	0.000	4.00	0	4	4	4	0.000	0.490
chr1	116744	+	CHH	0.000	4.00	0	4	4	4	0.000	0.490
chr1	116746	+	CHH	0.000	4.00	0	4	4	4	0.000	0.490
chr1	116751	+	CHH	0.000	4.00	0	4	3	3	0.000	0.490
chr1	116753	+	CHH	0.000	4.00	0	4	3	3	0.000	0.490
chr1	116766	-	CHH	0.000	4.00	0	4	5	5	0.000	0.490
chr1	116776	-	CHH	0.000	4.00	0	4	5	5	0.000	0.490
chr1	116777	+	CHH	0.200	5.00	1	5	4	4	0.036	0.624
chr1	116787	+	CHH	0.000	6.00	0	6	4	4	0.000	0.390
chr1	116790	-	CHH	0.000	4.00	0	4	6	6	0.000	0.490
chr1	116792	+	CG	0.167	6.00	1	6	4	4	0.030	0.564
chr1	116793	-	CG	0.000	4.00	0	4	6	6	0.000	0.490
chr1	116802	-	CHH	0.000	4.00	0	4	7	7	0.000	0.490
chr1	116806	-	CHH	0.200	5.00	1	5	7	7	0.036	0.624
chr1	116812	-	CHH	0.000	4.00	0	4	7	7	0.000	0.490
chr1	116815	-	CHH	0.000	4.00	0	4	7	7	0.000	0.490
chr1	116816	+	CHH	0.000	7.00	0	7	5	5	0.000	0.354
chr1	116819	+	CHH	0.000	7.00	0	7	5	5	0.000	0.354
chr1	116820	+	CHH	0.143	7.00	1	7	5	5	0.026	0.513
chr1	116822	+	CHH	0.000	7.00	0	7	5	5	0.000	0.354
chr1	116824	+	CHH	0.000	7.00	0	7	5	5	0.000	0.354
chr1	116825	+	CHH	0.000	7.00	0	7	5	5	0.000	0.354
chr1	116827	+	CHH	0.000	7.00	0	7	5	5	0.000	0.354
chr1	116830	-	CHH	0.000	5.00	0	5	7	7	-0.000	0.434
chr1	116831	+	CHH	0.000	7.00	0	7	5	5	0.000	0.354
chr1	116838	+	CHH	0.000	7.00	0	7	4	4	0.000	0.354
chr1	116843	-	CHH	0.000	3.00	0	3	7	7	0.000	0.562
chr1	116845	-	CHH	0.000	4.00	0	4	7	7	0.000	0.490
chr1	116847	+	CHG	0.000	7.00	0	7	5	5	0.000	0.354
chr1	116849	-	CHG	0.000	5.00	0	5	7	7	-0.000	0.434
chr1	116854	+	CHH	0.000	7.00	0	7	5	5	0.000	0.354
chr1	116855	+	CHH	0.000	7.00	0	7	5	5	0.000	0.354
chr1	116857	+	CHG	0.000	7.00	0	7	6	6	0.000	0.354
chr1	116858	+	CG	0.000	7.00	0	7	6	6	0.000	0.354
chr1	116859	-	CG	0.000	6.00	0	6	7	7	0.000	0.390
chr1	116863	+	CHH	0.000	7.00	0	7	6	6	0.000	0.354
chr1	116870	-	CHH	0.167	6.00	1	6	6	6	0.030	0.564
chr1	116872	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
chr1	116873	-	CG	0.167	6.00	1	6	6	6	0.030	0.564
chr1	116874	+	CHH	0.000	5.00	0	5	6	6	-0.000	0.434
chr1	116879	-	CHH	0.200	5.00	1	5	4	4	0.036	0.624
chr1	116880	+	CHH	0.000	4.00	0	4	5	5	0.000	0.490
chr1	116884	+	CHH	0.000	3.00	0	3	6	6	0.000	0.562
chr1	116885	+	CHH	0.000	4.00	0	4	6	6	0.000	0.490
chr1	116886	+	CHH	0.000	4.00	0	4	6	6	0.000	0.490
chr1	116888	+	CHH	0.000	4.00	0	4	6	6	0.000	0.490
chr1	116892	+	CHH	0.000	5.00	0	5	6	6	-0.000	0.434
chr1	116899	-	CHH	0.167	6.00	1	6	5	5	0.030	0.564
chr1	116906	-	CHH	0.000	6.00	0	6	5	5	0.000	0.390
chr1	116911	+	CHH	0.000	5.00	0	5	5	5	-0.000	0.434
chr1	116912	+	CHH	0.000	5.00	0	5	5	5	-0.000	0.434
chr1	116913	+	CHG	0.000	5.00	0	5	5	5	-0.000	0.434
chr1	116915	-	CHG	0.200	5.00	1	5	5	5	0.036	0.624
chr1	116917	-	CHH	0.200	5.00	1	5	5	5	0.036	0.624
chr1	116923	-	CHH	0.200	5.00	1	5	7	7	0.036	0.624
chr1	116931	+	CHH	0.000	7.00	0	7	5	5	0.000	0.354
chr1	116935	+	CHH	0.250	8.00	2	8	5	5	0.071	0.591
chr1	116955	-	CHH	0.000	4.00	0	4	7	7	0.000	0.490
chr1	116956	-	CHH	0.000	4.00	0	4	7	7	0.000	0.490
chr1	116961	-	CHH	0.250	4.00	1	4	7	7	0.046	0.699
chr1	116965	-	CHH	0.250	4.00	1	4	7	7	0.046	0.699
chr1	116979	+	CHH	0.143	7.00	1	7	3	3	0.026	0.513
chr1	116985	-	CHH	0.000	4.00	0	4	7	7	0.000	0.490
chr1	116987	+	CHG	0.000	7.00	0	7	5	5	0.000	0.354
chr1	116988	+	CG	0.000	7.00	0	7	4	4	0.000	0.354
chr1	116989	-	CG	0.000	3.00	0	3	7	7	0.000	0.562
chr1	116990	+	CHH	0.000	2.80	0	7	2	5	-0.000	0.578
chr1	116994	+	CHH	0.000	5.83	0	7	5	6	0.000	0.397
chr1	116997	-	CHH	0.000	5.00	0	5	7	7	-0.000	0.434
chr1	117009	+	CHH	0.000	6.00	0	6	5	5	0.000	0.390
chr1	117011	+	CHG	0.000	7.00	0	7	4	4	0.000	0.354
chr1	117013	-	CHG	0.000	6.00	0	6	7	7	0.000	0.390
chr1	117015	-	CHH	0.000	6.00	0	6	7	7	0.000	0.390
chr1	117018	-	CHH	0.000	6.00	0	6	7	7	0.000	0.390
chr1	117020	-	CHH	0.000	6.00	0	6	7	7	0.000	0.390
chr1	117023	+	CHG	0.000	7.00	0	7	6	6	0.000	0.354
chr1	117025	-	CHG	0.000	4.00	0	4	7	7	0.000	0.490
chr1	117027	+	CHH	0.000	7.00	0	7	6	6	0.000	0.354
chr1	117029	+	CHH	0.000	7.00	0	7	6	6	0.000	0.354
chr1	117031	+	CHH	0.000	7.00	0	7	6	6	0.000	0.354
chr1	117033	+	CG	0.000	7.00	0	7	6	6	0.000	0.354
chr1	117034	-	CG	0.000	5.00	0	5	7	7	-0.000	0.434
chr1	117035	+	CHH	0.000	6.00	0	6	5	5	0.000	0.390
chr1	117036	+	CHH	0.000	6.00	0	6	5	5	0.000	0.390
chr1	117038	+	CHH	0.000	6.00	0	6	5	5	0.000	0.390
chr1	117042	+	CHH	0.000	6.00	0	6	5	5	0.000	0.390
chr1	117043	+	CHH	0.000	6.00	0	6	5	5	0.000	0.390
chr1	117045	+	CG	0.000	6.00	0	6	5	5	0.000	0.390
chr1	117046	-	CG	0.000	7.00	0	7	6	6	0.000	0.354
chr1	117048	-	CHH	0.000	7.00	0	7	6	6	0.000	0.354
chr1	117053	+	CG	0.000	7.00	0	7	4	4	0.000	0.354
chr1	117054	-	CG	0.000	7.00	0	7	7	7	0.000	0.354
chr1	117064	-	CHH	0.000	8.00	0	8	6	6	0.000	0.324
chr1	117067	-	CHH	0.000	8.00	0	8	6	6	0.000	0.324
chr1	117068	-	CHH	0.000	7.00	0	7	6	6	0.000	0.354
chr1	117071	-	CHH	0.000	9.00	0	9	4	4	0.000	0.299
chr1	117072	-	CHH	0.000	9.00	0	9	4	4	0.000	0.299
chr1	117075	-	CHH	0.000	9.00	0	9	3	3	0.000	0.299
chr1	117078	-	CHH	0.000	9.00	0	9	3	3	0.000	0.299
chr1	117083	-	CHH	0.000	9.00	0	9	2	2	0.000	0.299
chr1	117084	+	CHH	0.000	2.00	0	2	9	9	0.000	0.658
chr1	117089	+	CHH	0.000	2.00	0	2	9	9	0.000	0.658
chr1	117091	+	CHH	0.000	2.00	0	2	9	9	0.000	0.658
chr1	117096	+	CHH	0.000	2.00	0	2	9	9	0.000	0.658
chr1	117098	+	CHH	0.000	2.00	0	2	9	9	0.000	0.658
chr1	117100	+	CHG	0.000	2.00	0	2	9	9	0.000	0.658
chr1	117102	-	CHG	0.000	9.00	0	9	2	2	0.000	0.299
chr1	117106	+	CHH	0.000	2.00	0	2	9	9	0.000	0.658
chr1	117109	+	CHH	0.000	2.00	0	2	9	9	0.000	0.658
chr1	117112	+	CHH	0.000	2.00	0	2	9	9	0.000	0.658
chr1	117113	+	CHH	0.000	2.00	0	2	9	9	0.000	0.658
chr1	117115	+	CHH	0.000	2.00	0	2	9	9	0.000	0.658
chr1	117117	+	CHH	0.000	2.00	0	2	8	8	0.000	0.658
chr1	117119	+	CHH	0.000	2.00	0	2	8	8	0.000	0.658
chr1	117122	+	CHH	0.000	2.00	0	2	8	8	0.000	0.658
chr1	117123	+	CHH	0.000	2.00	0	2	8	8	0.000	0.658
chr1	117126	+	CHH	0.000	2.00	0	2	8	8	0.000	0.658
chr1	117127	+	CHH	0.000	2.00	0	2	8	8	0.000	0.658
chr1	117130	+	CHH	0.000	2.00	0	2	8	8	0.000	0.658
chr1	117132	+	CHH	0.000	2.00	0	2	8	8	0.000	0.658
chr1	117135	+	CHH	0.000	2.00	0	2	8	8	0.000	0.658
chr1	117136	+	CHH	0.000	2.00	0	2	8	8	0.000	0.658
chr1	117137	+	CHH	0.000	2.00	0	2	7	7	0.000	0.658
chr1	117140	+	CHH	0.000	2.00	0	2	7	7	0.000	0.658
chr1	117141	+	CHH	0.000	2.00	0	2	7	7	0.000	0.658
chr1	117144	+	CHH	0.000	2.00	0	2	6	6	0.000	0.658
chr1	117145	+	CHH	0.000	2.00	0	2	6	6	0.000	0.658
chr1	117148	+	CHH	0.000	2.00	0	2	6	6	0.000	0.658
chr1	117149	+	CHH	0.000	2.00	0	2	6	6	0.000	0.658
chr1	117153	+	CHH	0.000	2.00	0	2	6	6	0.000	0.658
chr1	117154	+	CHH	0.000	2.00	0	2	6	6	0.000	0.658
chr1	117155	+	CHH	0.000	2.00	0	2	6	6	0.000	0.658
chr1	117160	+	CHH	0.000	2.00	0	2	6	6	0.000	0.658
chr1	117161	+	CHH	0.000	2.00	0	2	6	6	0.000	0.658
chr1	117162	+	CHH	0.000	2.00	0	2	5	5	0.000	0.658
chr1	117163	+	CHH	0.000	2.00	0	2	5	5	0.000	0.658
chr1	117168	+	CHH	0.000	2.00	0	2	5	5	0.000	0.658
chr1	117170	+	CHH	0.000	2.00	0	2	5	5	0.000	0.658
chr1	117174	+	CHH	0.000	2.00	0	2	5	5	0.000	0.658
chr1	117175	+	CHH	0.500	2.00	1	2	5	5	0.095	0.905
chr1	117176	+	CHH	0.000	2.00	0	2	5	5	0.000	0.658
chr1	117179	+	CHH	0.000	2.00	0	2	5	5	0.000	0.658
chr1	117180	+	CHH	0.000	2.00	0	2	5	5	0.000	0.658
chr1	117183	-	CHH	0.000	5.00	0	5	0	0	-0.000	0.434
chr1	117185	-	CHH	0.000	5.00	0	5	0	0	-0.000	0.434
chr1	117186	+	CHH	0.000	2.00	0	2	5	5	0.000	0.658
chr1	117189	+	CHH	0.000	2.00	0	2	5	5	0.000	0.658
chr1	117191	+	CHH	0.000	2.00	0	2	4	4	0.000	0.658
chr1	117192	+	CHG	0.000	1.00	0	1	4	4	0.000	0.793
chr1	117193	+	CG	0.000	1.00	0	1	4	4	0.000	0.793
chr1	117194	-	CG	0.000	3.00	0	3	0	0	0.000	0.562
chr1	117196	+	CHH	0.000	1.00	0	1	3	3	0.000	0.793
chr1	117209	-	CG	0.000	2.00	0	2	0	0	0.000	0.658
chr1	117215	-	CG	0.000	2.00	0	2	0	0	0.000	0.658
chr1	117221	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117223	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117229	-	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117233	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117239	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117245	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117251	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117252	-	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117257	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117263	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117265	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117293	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117509	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117510	-	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117517	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117518	-	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117520	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117522	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117527	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117535	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117536	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117538	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117542	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117548	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117549	-	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117552	-	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117554	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117560	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117564	-	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117565	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117573	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117575	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117582	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117585	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117586	-	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117588	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117591	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117605	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117610	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117617	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117622	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117624	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117634	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117641	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117654	-	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117889	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117896	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	117897	-	CHG	0.000	1.00	0	1	0	0	0.000	0.793
